,file_name,flight,image,date,mean_red,sd_red,mean_green,sd_green,mean_blue,sd_blue
0,2019_Feb_06_Phantom_Flight_3_279_HSV_V_fixed,3,279,2019:02:06 10:32:17,20.66,22.99,31.64,26.93,12.0,16.42
0,2019_Feb_06_Phantom_Flight_4_121_HSV_V_fixed,4,121,2019:02:06 10:49:30,21.17,24.79,31.5,26.21,13.73,19.21
0,2019_Feb_06_Phantom_Flight_5_239_HSV_V_fixed,5,239,2019:02:06 11:10:57,20.6,24.19,31.23,26.05,13.99,19.23
0,2019_Feb_06_Phantom_Flight_3_102_HSV_V_fixed,3,102,2019:02:06 10:26:23,17.08,23.53,31.9,26.43,8.95,16.42
0,2019_Feb_06_Phantom_Flight_4_328_HSV_V_fixed,4,328,2019:02:06 10:56:24,15.61,21.1,31.93,26.15,9.53,15.27
0,2019_Feb_06_Phantom_Flight_1_478_HSV_V_fixed,1,478,2019:02:06 10:14:44,21.1,23.52,31.22,26.61,11.29,16.62
0,2019_Feb_06_Phantom_Flight_3_390_HSV_V_fixed,3,390,2019:02:06 10:35:59,18.97,21.84,30.57,26.12,10.78,15.49
0,2019_Feb_06_Phantom_Flight_2_368_HSV_V_fixed,2,368,2019:02:06 09:50:03,22.09,23.98,31.02,26.53,13.73,17.95
0,2019_Feb_06_Phantom_Flight_4_267_HSV_V_fixed,4,267,2019:02:06 10:54:22,18.1,23.05,31.71,26.58,11.94,17.93
0,2019_Feb_06_Phantom_Flight_2_67_HSV_V_fixed,2,67,2019:02:06 09:39:55,20.46,23.77,31.75,26.89,11.67,17.01
0,2019_Feb_06_Phantom_Flight_4_187_HSV_V_fixed,4,187,2019:02:06 10:51:42,20.62,23.91,32.14,26.35,12.6,17.96
0,2019_Feb_06_Phantom_Flight_3_244_HSV_V_fixed,3,244,2019:02:06 10:31:07,19.68,22.14,30.9,26.03,11.5,16.08
0,2019_Feb_06_Phantom_Flight_2_227_HSV_V_fixed,2,227,2019:02:06 09:45:17,17.94,22.9,31.69,26.43,9.94,16.29
0,2019_Feb_06_Phantom_Flight_4_37_HSV_V_fixed,4,37,2019:02:06 10:46:42,19.45,22.92,30.87,26.29,13.47,17.93
0,2019_Feb_06_Phantom_Flight_5_204_HSV_V_fixed,5,204,2019:02:06 11:09:47,19.16,23.33,30.97,25.93,12.15,17.83
0,2019_Feb_06_Phantom_Flight_1_386_HSV_V_fixed,1,386,2019:02:06 10:11:38,16.3,22.15,31.5,25.97,7.92,14.81
0,2019_Feb_06_Phantom_Flight_2_496_HSV_V_fixed,2,496,2019:02:06 09:54:19,20.97,21.83,30.86,26.28,12.54,15.68
0,2019_Feb_06_Phantom_Flight_1_252_HSV_V_fixed,1,252,2019:02:06 10:07:08,20.25,22.91,32.37,26.87,9.67,14.87
0,2019_Feb_06_Phantom_Flight_2_430_HSV_V_fixed,2,430,2019:02:06 09:52:07,23.51,23.63,30.77,26.44,13.58,16.23
0,2019_Feb_06_Phantom_Flight_1_320_HSV_V_fixed,1,320,2019:02:06 10:09:26,16.32,21.89,31.32,25.48,7.9,14.36
0,2019_Feb_06_Phantom_Flight_5_182_HSV_V_fixed,5,182,2019:02:06 11:09:03,20.64,24.01,31.28,26.41,13.65,18.79
0,2019_Feb_06_Phantom_Flight_2_241_HSV_V_fixed,2,241,2019:02:06 09:45:45,16.89,21.54,30.7,25.62,9.62,15.67
0,2019_Feb_06_Phantom_Flight_3_159_HSV_V_fixed,3,159,2019:02:06 10:28:17,16.52,22.89,31.02,26.48,8.72,15.91
0,2019_Feb_06_Phantom_Flight_5_262_HSV_V_fixed,5,262,2019:02:06 11:11:43,19.26,24.03,31.12,26.58,13.1,18.79
0,2019_Feb_06_Phantom_Flight_4_51_HSV_V_fixed,4,51,2019:02:06 10:47:10,19.24,23.18,31.29,26.48,12.63,17.38
0,2019_Feb_06_Phantom_Flight_4_201_HSV_V_fixed,4,201,2019:02:06 10:52:10,17.6,22.88,31.48,26.56,11.09,17.38
0,2019_Feb_06_Phantom_Flight_3_222_HSV_V_fixed,3,222,2019:02:06 10:30:23,20.78,23.6,31.26,26.31,11.98,17.11
0,2019_Feb_06_Phantom_Flight_5_119_HSV_V_fixed,5,119,2019:02:06 11:06:57,19.08,22.52,31.03,26.1,11.31,16.73
0,2019_Feb_06_Phantom_Flight_5_87_HSV_V_fixed,5,87,2019:02:06 11:05:53,17.94,22.5,30.74,25.98,11.6,17.27
0,2019_Feb_06_Phantom_Flight_1_485_HSV_V_fixed,1,485,2019:02:06 10:14:58,21.76,24.41,30.75,26.47,11.54,17.17
0,2019_Feb_06_Phantom_Flight_2_395_HSV_V_fixed,2,395,2019:02:06 09:50:57,21.07,21.41,31.38,26.62,14.01,16.61
0,2019_Feb_06_Phantom_Flight_4_147_HSV_V_fixed,4,147,2019:02:06 10:50:22,19.71,22.82,30.97,26.13,13.1,17.52
0,2019_Feb_06_Phantom_Flight_3_284_HSV_V_fixed,3,284,2019:02:06 10:32:27,21.07,23.31,31.99,26.25,12.16,17.11
0,2019_Feb_06_Phantom_Flight_3_164_HSV_V_fixed,3,164,2019:02:06 10:28:27,17.36,22.96,32.1,26.53,9.06,15.72
0,2019_Feb_06_Phantom_Flight_2_107_HSV_V_fixed,2,107,2019:02:06 09:41:15,15.53,21.98,31.52,25.85,8.02,14.88
0,2019_Feb_06_Phantom_Flight_5_124_HSV_V_fixed,5,124,2019:02:06 11:07:07,20.06,23.9,31.33,26.53,12.0,18.17
0,2019_Feb_06_Phantom_Flight_3_71_HSV_V_fixed,3,71,2019:02:06 10:25:21,18.94,24.72,31.58,26.16,9.72,17.53
0,2019_Feb_06_Phantom_Flight_5_310_HSV_V_fixed,5,310,2019:02:06 11:13:19,18.41,22.12,31.23,25.57,11.84,17.15
0,2019_Feb_06_Phantom_Flight_2_333_HSV_V_fixed,2,333,2019:02:06 09:48:53,20.33,24.34,31.29,26.13,11.7,17.95
0,2019_Feb_06_Phantom_Flight_3_350_HSV_V_fixed,3,350,2019:02:06 10:34:39,19.87,23.08,32.35,26.94,11.37,16.63
0,2019_Feb_06_Phantom_Flight_1_423_HSV_V_fixed,1,423,2019:02:06 10:12:54,17.75,22.85,31.59,26.7,8.38,14.5
0,2019_Feb_06_Phantom_Flight_5_21_HSV_V_fixed,5,21,2019:02:06 11:03:41,20.28,24.16,31.79,26.44,13.71,18.81
0,2019_Feb_06_Phantom_Flight_1_209_HSV_V_fixed,1,209,2019:02:06 10:05:40,21.34,21.69,30.81,26.22,11.81,15.01
0,2019_Feb_06_Phantom_Flight_1_172_HSV_V_fixed,1,172,2019:02:06 10:04:26,21.51,22.8,30.9,25.99,10.79,15.15
0,2019_Feb_06_Phantom_Flight_1_292_HSV_V_fixed,1,292,2019:02:06 10:08:30,18.88,23.43,32.26,26.51,8.57,14.95
0,2019_Feb_06_Phantom_Flight_1_346_HSV_V_fixed,1,346,2019:02:06 10:10:18,15.7,21.83,32.31,25.74,7.36,14.06
0,2019_Feb_06_Phantom_Flight_2_456_HSV_V_fixed,2,456,2019:02:06 09:52:59,22.13,24.07,31.85,26.97,14.23,18.52
0,2019_Feb_06_Phantom_Flight_1_234_HSV_V_fixed,1,234,2019:02:06 10:06:30,20.86,22.71,31.39,26.04,10.81,15.43
0,2019_Feb_06_Phantom_Flight_3_408_HSV_V_fixed,3,408,2019:02:06 10:36:35,19.22,22.43,31.04,26.45,10.88,15.75
0,2019_Feb_06_Phantom_Flight_4_309_HSV_V_fixed,4,309,2019:02:06 10:55:46,18.63,22.97,32.03,26.7,11.38,16.97
0,2019_Feb_06_Phantom_Flight_3_90_HSV_V_fixed,3,90,2019:02:06 10:25:59,16.78,23.53,32.04,26.38,8.69,15.67
0,2019_Feb_06_Phantom_Flight_1_459_HSV_V_fixed,1,459,2019:02:06 10:14:06,21.53,24.13,31.26,26.54,10.89,16.58
0,2019_Feb_06_Phantom_Flight_2_349_HSV_V_fixed,2,349,2019:02:06 09:49:25,19.79,23.34,31.35,26.79,11.39,16.62
0,2019_Feb_06_Phantom_Flight_4_246_HSV_V_fixed,4,246,2019:02:06 10:53:40,17.57,22.96,31.7,25.85,10.82,16.8
0,2019_Feb_06_Phantom_Flight_3_185_HSV_V_fixed,3,185,2019:02:06 10:29:09,17.77,22.68,31.25,25.95,9.46,15.78
0,2019_Feb_06_Phantom_Flight_2_46_HSV_V_fixed,2,46,2019:02:06 09:39:13,20.99,22.44,31.55,26.77,11.91,15.79
0,2019_Feb_06_Phantom_Flight_3_265_HSV_V_fixed,3,265,2019:02:06 10:31:49,19.57,22.81,30.96,26.17,11.16,16.2
0,2019_Feb_06_Phantom_Flight_2_206_HSV_V_fixed,2,206,2019:02:06 09:44:35,18.62,23.73,32.46,27.28,9.98,16.36
0,2019_Feb_06_Phantom_Flight_4_16_HSV_V_fixed,4,16,2019:02:06 10:46:00,18.32,23.15,31.51,26.45,12.26,18.17
0,2019_Feb_06_Phantom_Flight_5_225_HSV_V_fixed,5,225,2019:02:06 11:10:29,18.92,22.53,31.38,26.24,11.63,16.86
0,2019_Feb_06_Phantom_Flight_3_317_HSV_V_fixed,3,317,2019:02:06 10:33:33,19.89,23.43,31.49,27.35,11.5,16.81
0,2019_Feb_06_Phantom_Flight_5_66_HSV_V_fixed,5,66,2019:02:06 11:05:11,20.17,23.67,30.78,25.78,13.41,19.09
0,2019_Feb_06_Phantom_Flight_4_334_HSV_V_fixed,4,334,2019:02:06 10:56:36,16.57,21.7,31.7,26.17,10.29,15.98
0,2019_Feb_06_Phantom_Flight_1_464_HSV_V_fixed,1,464,2019:02:06 10:14:16,21.49,23.41,30.83,25.89,11.09,16.25
0,2019_Feb_06_Phantom_Flight_3_36_HSV_V_fixed,3,36,2019:02:06 10:24:11,15.58,22.12,31.33,25.92,7.64,14.27
0,2019_Feb_06_Phantom_Flight_2_374_HSV_V_fixed,2,374,2019:02:06 09:50:15,22.11,22.79,30.63,26.13,13.81,17.12
0,2019_Feb_06_Phantom_Flight_5_283_HSV_V_fixed,5,283,2019:02:06 11:12:25,20.19,23.46,31.55,26.4,13.06,18.16
0,2019_Feb_06_Phantom_Flight_2_140_HSV_V_fixed,2,140,2019:02:06 09:42:23,18.0,23.61,31.32,26.28,9.87,16.77
0,2019_Feb_06_Phantom_Flight_5_163_HSV_V_fixed,5,163,2019:02:06 11:08:25,19.96,24.01,31.88,26.3,14.14,19.56
0,2019_Feb_06_Phantom_Flight_3_258_HSV_V_fixed,3,258,2019:02:06 10:31:35,20.01,22.93,30.5,25.64,11.53,16.38
0,2019_Feb_06_Phantom_Flight_4_100_HSV_V_fixed,4,100,2019:02:06 10:48:48,18.72,22.4,31.25,26.33,11.82,17.26
0,2019_Feb_06_Phantom_Flight_5_218_HSV_V_fixed,5,218,2019:02:06 11:10:15,19.16,22.6,31.27,26.41,11.88,16.94
0,2019_Feb_06_Phantom_Flight_3_123_HSV_V_fixed,3,123,2019:02:06 10:27:05,15.91,22.44,31.99,26.17,8.42,15.26
0,2019_Feb_06_Phantom_Flight_2_411_HSV_V_fixed,2,411,2019:02:06 09:51:29,22.49,23.21,30.98,26.53,13.38,16.71
0,2019_Feb_06_Phantom_Flight_1_301_HSV_V_fixed,1,301,2019:02:06 10:08:48,18.81,23.47,31.24,26.01,9.31,16.07
0,2019_Feb_06_Phantom_Flight_1_135_HSV_V_fixed,1,135,2019:02:06 10:03:12,19.0,23.44,31.68,26.52,8.78,14.99
0,2019_Feb_06_Phantom_Flight_1_273_HSV_V_fixed,1,273,2019:02:06 10:07:52,20.27,23.87,31.76,26.59,9.77,15.89
0,2019_Feb_06_Phantom_Flight_1_193_HSV_V_fixed,1,193,2019:02:06 10:05:08,24.08,24.15,31.44,26.66,13.39,17.11
0,2019_Feb_06_Phantom_Flight_1_257_HSV_V_fixed,1,257,2019:02:06 10:07:20,20.57,23.84,31.57,27.29,10.47,16.24
0,2019_Feb_06_Phantom_Flight_2_493_HSV_V_fixed,2,493,2019:02:06 09:54:13,21.49,22.44,31.1,26.43,12.94,16.35
0,2019_Feb_06_Phantom_Flight_1_318_HSV_V_fixed,1,318,2019:02:06 10:09:22,16.52,22.13,30.96,25.75,7.89,14.66
0,2019_Feb_06_Phantom_Flight_1_383_HSV_V_fixed,1,383,2019:02:06 10:11:32,16.1,22.01,31.56,26.04,7.76,14.79
0,2019_Feb_06_Phantom_Flight_2_408_HSV_V_fixed,2,408,2019:02:06 09:51:23,21.73,22.78,30.9,26.42,12.97,16.29
0,2019_Feb_06_Phantom_Flight_1_325_HSV_V_fixed,1,325,2019:02:06 10:09:36,17.94,23.52,31.67,26.07,8.79,15.61
0,2019_Feb_06_Phantom_Flight_2_435_HSV_V_fixed,2,435,2019:02:06 09:52:17,23.01,23.12,30.53,26.23,13.36,15.87
0,2019_Feb_06_Phantom_Flight_4_124_HSV_V_fixed,4,124,2019:02:06 10:49:36,19.54,23.49,31.02,26.41,12.68,17.84
0,2019_Feb_06_Phantom_Flight_3_107_HSV_V_fixed,3,107,2019:02:06 10:26:33,16.03,22.65,31.16,25.26,8.57,15.86
0,2019_Feb_06_Phantom_Flight_2_164_HSV_V_fixed,2,164,2019:02:06 09:43:11,18.3,23.3,31.58,26.7,9.41,15.75
0,2019_Feb_06_Phantom_Flight_4_94_HSV_V_fixed,4,94,2019:02:06 10:48:36,18.55,22.48,31.59,26.82,11.44,16.74
0,2019_Feb_06_Phantom_Flight_5_147_HSV_V_fixed,5,147,2019:02:06 11:07:53,17.5,22.0,31.65,26.02,12.06,17.21
0,2019_Feb_06_Phantom_Flight_2_284_HSV_V_fixed,2,284,2019:02:06 09:47:15,19.22,23.39,30.83,26.09,11.06,16.9
0,2019_Feb_06_Phantom_Flight_2_350_HSV_V_fixed,2,350,2019:02:06 09:49:27,19.63,22.95,31.05,26.3,11.31,16.43
0,2019_Feb_06_Phantom_Flight_3_333_HSV_V_fixed,3,333,2019:02:06 10:34:05,19.3,22.23,31.28,26.83,10.83,15.7
0,2019_Feb_06_Phantom_Flight_1_440_HSV_V_fixed,1,440,2019:02:06 10:13:28,20.19,23.67,31.33,26.66,10.03,16.08
0,2019_Feb_06_Phantom_Flight_3_89_HSV_V_fixed,3,89,2019:02:06 10:25:57,16.37,22.56,31.11,25.22,8.26,15.16
0,2019_Feb_06_Phantom_Flight_4_310_HSV_V_fixed,4,310,2019:02:06 10:55:48,18.3,22.55,31.28,26.32,11.13,16.63
0,2019_Feb_06_Phantom_Flight_5_42_HSV_V_fixed,5,42,2019:02:06 11:04:23,19.43,23.05,31.78,26.67,13.3,18.24
0,2019_Feb_06_Phantom_Flight_2_222_HSV_V_fixed,2,222,2019:02:06 09:45:07,17.84,22.63,31.97,26.54,9.84,15.81
0,2019_Feb_06_Phantom_Flight_4_119_HSV_V_fixed,4,119,2019:02:06 10:49:26,21.35,24.9,31.45,26.75,13.53,19.25
0,2019_Feb_06_Phantom_Flight_5_201_HSV_V_fixed,5,201,2019:02:06 11:09:41,19.03,23.15,31.32,25.94,12.15,17.89
0,2019_Feb_06_Phantom_Flight_4_32_HSV_V_fixed,4,32,2019:02:06 10:46:32,20.51,23.36,30.85,25.88,13.96,18.21
0,2019_Feb_06_Phantom_Flight_2_159_HSV_V_fixed,2,159,2019:02:06 09:43:01,18.27,22.97,31.64,26.62,9.46,15.65
0,2019_Feb_06_Phantom_Flight_2_62_HSV_V_fixed,2,62,2019:02:06 09:39:45,20.31,23.4,30.89,26.09,11.6,16.74
0,2019_Feb_06_Phantom_Flight_4_262_HSV_V_fixed,4,262,2019:02:06 10:54:12,17.83,22.74,31.66,26.3,11.69,17.53
0,2019_Feb_06_Phantom_Flight_4_182_HSV_V_fixed,4,182,2019:02:06 10:51:32,18.65,23.3,30.96,25.96,11.83,17.41
0,2019_Feb_06_Phantom_Flight_3_241_HSV_V_fixed,3,241,2019:02:06 10:31:01,19.63,22.02,30.87,25.89,11.11,15.66
0,2019_Feb_06_Phantom_Flight_3_395_HSV_V_fixed,3,395,2019:02:06 10:36:09,19.21,22.08,31.32,26.54,10.84,15.6
0,2019_Feb_06_Phantom_Flight_2_500_HSV_V_fixed,2,500,2019:02:06 09:54:27,22.16,22.74,32.54,27.17,13.14,16.26
0,2019_Feb_06_Phantom_Flight_1_210_HSV_V_fixed,1,210,2019:02:06 10:05:42,21.83,22.16,31.57,26.78,12.07,15.35
0,2019_Feb_06_Phantom_Flight_3_411_HSV_V_fixed,3,411,2019:02:06 10:36:41,19.64,22.53,31.6,26.37,10.94,15.93
0,2019_Feb_06_Phantom_Flight_1_362_HSV_V_fixed,1,362,2019:02:06 10:10:50,16.28,22.85,30.61,25.88,7.41,14.65
0,2019_Feb_06_Phantom_Flight_1_156_HSV_V_fixed,1,156,2019:02:06 10:03:54,22.8,23.82,31.62,26.81,11.13,15.31
0,2019_Feb_06_Phantom_Flight_3_374_HSV_V_fixed,3,374,2019:02:06 10:35:27,19.7,23.21,31.2,26.49,11.17,16.8
0,2019_Feb_06_Phantom_Flight_1_407_HSV_V_fixed,1,407,2019:02:06 10:12:22,16.16,21.86,31.62,26.06,7.24,13.64
0,2019_Feb_06_Phantom_Flight_5_334_HSV_V_fixed,5,334,2019:02:06 11:14:07,20.27,23.82,31.6,26.48,13.17,18.29
0,2019_Feb_06_Phantom_Flight_3_55_HSV_V_fixed,3,55,2019:02:06 10:24:49,16.84,23.38,32.72,26.72,8.5,15.83
0,2019_Feb_06_Phantom_Flight_2_317_HSV_V_fixed,2,317,2019:02:06 09:48:21,19.61,23.53,32.09,26.9,10.98,17.09
0,2019_Feb_06_Phantom_Flight_4_218_HSV_V_fixed,4,218,2019:02:06 10:52:44,18.48,23.31,31.6,26.46,11.77,18.04
0,2019_Feb_06_Phantom_Flight_2_123_HSV_V_fixed,2,123,2019:02:06 09:41:49,19.79,24.37,31.71,26.46,10.61,17.1
0,2019_Feb_06_Phantom_Flight_5_100_HSV_V_fixed,5,100,2019:02:06 11:06:19,18.87,22.95,31.34,25.83,12.28,17.65
0,2019_Feb_06_Phantom_Flight_4_163_HSV_V_fixed,4,163,2019:02:06 10:50:54,18.76,22.35,30.77,25.75,12.13,16.8
0,2019_Feb_06_Phantom_Flight_2_258_HSV_V_fixed,2,258,2019:02:06 09:46:23,19.67,24.07,30.95,26.07,11.58,18.19
0,2019_Feb_06_Phantom_Flight_4_48_HSV_V_fixed,4,48,2019:02:06 10:47:04,18.61,22.73,31.17,26.34,12.62,17.28
0,2019_Feb_06_Phantom_Flight_2_83_HSV_V_fixed,2,83,2019:02:06 09:40:27,18.02,23.26,30.3,25.25,9.69,15.81
0,2019_Feb_06_Phantom_Flight_4_283_HSV_V_fixed,4,283,2019:02:06 10:54:54,19.29,23.36,31.68,26.18,12.67,18.12
0,2019_Feb_06_Phantom_Flight_3_140_HSV_V_fixed,3,140,2019:02:06 10:27:39,19.13,24.52,31.54,25.62,10.14,17.41
0,2019_Feb_06_Phantom_Flight_3_349_HSV_V_fixed,3,349,2019:02:06 10:34:37,18.77,21.85,30.95,25.83,10.74,15.74
0,2019_Feb_06_Phantom_Flight_5_38_HSV_V_fixed,5,38,2019:02:06 11:04:15,18.41,22.79,32.04,26.6,12.5,17.82
0,2019_Feb_06_Phantom_Flight_5_309_HSV_V_fixed,5,309,2019:02:06 11:13:17,18.79,22.61,31.3,26.24,12.21,17.68
0,2019_Feb_06_Phantom_Flight_3_68_HSV_V_fixed,3,68,2019:02:06 10:25:15,18.81,24.16,30.94,25.78,9.6,16.98
0,2019_Feb_06_Phantom_Flight_4_225_HSV_V_fixed,4,225,2019:02:06 10:52:58,18.53,23.09,31.17,25.45,11.87,17.96
0,2019_Feb_06_Phantom_Flight_3_206_HSV_V_fixed,3,206,2019:02:06 10:29:51,17.68,22.22,31.04,26.12,9.82,15.64
0,2019_Feb_06_Phantom_Flight_2_265_HSV_V_fixed,2,265,2019:02:06 09:46:37,20.49,23.49,31.81,26.55,12.21,17.84
0,2019_Feb_06_Phantom_Flight_4_75_HSV_V_fixed,4,75,2019:02:06 10:47:58,21.53,23.36,31.95,26.44,13.11,17.48
0,2019_Feb_06_Phantom_Flight_5_246_HSV_V_fixed,5,246,2019:02:06 11:11:11,19.26,23.24,31.07,26.06,13.21,18.16
0,2019_Feb_06_Phantom_Flight_2_185_HSV_V_fixed,2,185,2019:02:06 09:43:53,18.79,23.61,31.44,26.69,9.93,16.28
0,2019_Feb_06_Phantom_Flight_5_175_HSV_V_fixed,5,175,2019:02:06 11:08:49,19.75,23.19,31.9,26.75,12.64,17.85
0,2019_Feb_06_Phantom_Flight_5_295_HSV_V_fixed,5,295,2019:02:06 11:12:49,19.7,23.22,31.49,26.23,12.72,17.79
0,2019_Feb_06_Phantom_Flight_2_156_HSV_V_fixed,2,156,2019:02:06 09:42:55,17.28,22.56,31.81,26.51,9.17,15.41
0,2019_Feb_06_Phantom_Flight_3_135_HSV_V_fixed,3,135,2019:02:06 10:27:29,18.22,24.48,31.03,25.21,9.51,17.38
0,2019_Feb_06_Phantom_Flight_4_116_HSV_V_fixed,4,116,2019:02:06 10:49:20,20.26,23.43,30.99,25.92,12.58,17.83
0,2019_Feb_06_Phantom_Flight_5_70_HSV_V_fixed,5,70,2019:02:06 11:05:19,19.77,23.44,31.46,26.5,12.9,18.44
0,2019_Feb_06_Phantom_Flight_4_322_HSV_V_fixed,4,322,2019:02:06 10:56:12,16.25,21.57,31.94,26.47,9.78,15.78
0,2019_Feb_06_Phantom_Flight_1_472_HSV_V_fixed,1,472,2019:02:06 10:14:32,21.23,23.11,30.96,25.97,11.17,16.09
0,2019_Feb_06_Phantom_Flight_3_301_HSV_V_fixed,3,301,2019:02:06 10:33:01,19.55,22.43,30.24,25.83,11.76,16.9
0,2019_Feb_06_Phantom_Flight_2_362_HSV_V_fixed,2,362,2019:02:06 09:49:51,20.74,23.08,30.65,25.76,12.5,17.13
0,2019_Feb_06_Phantom_Flight_5_148_HSV_V_fixed,5,148,2019:02:06 11:07:55,17.42,22.16,31.32,26.21,11.92,17.27
0,2019_Feb_06_Phantom_Flight_3_273_HSV_V_fixed,3,273,2019:02:06 10:32:05,19.67,22.4,30.69,26.31,11.45,16.17
0,2019_Feb_06_Phantom_Flight_4_250_HSV_V_fixed,4,250,2019:02:06 10:53:48,16.94,22.15,31.31,26.48,10.87,17.01
0,2019_Feb_06_Phantom_Flight_3_193_HSV_V_fixed,3,193,2019:02:06 10:29:25,17.36,22.53,31.15,26.33,9.28,15.23
0,2019_Feb_06_Phantom_Flight_1_500_HSV_V_fixed,1,500,2019:02:06 10:15:28,22.1,23.98,30.99,26.3,11.63,16.54
0,2019_Feb_06_Phantom_Flight_2_50_HSV_V_fixed,2,50,2019:02:06 09:39:21,21.4,23.37,31.37,26.58,12.41,16.59
0,2019_Feb_06_Phantom_Flight_5_233_HSV_V_fixed,5,233,2019:02:06 11:10:45,20.45,24.32,31.09,26.23,13.17,18.72
0,2019_Feb_06_Phantom_Flight_3_108_HSV_V_fixed,3,108,2019:02:06 10:26:35,16.85,23.66,32.23,26.78,8.63,16.2
0,2019_Feb_06_Phantom_Flight_2_210_HSV_V_fixed,2,210,2019:02:06 09:44:43,18.48,23.37,31.61,26.25,10.26,16.31
0,2019_Feb_06_Phantom_Flight_3_86_HSV_V_fixed,3,86,2019:02:06 10:25:51,16.45,22.84,31.45,26.03,8.16,15.4
0,2019_Feb_06_Phantom_Flight_1_185_HSV_V_fixed,1,185,2019:02:06 10:04:52,22.42,22.86,30.42,25.92,11.72,15.29
0,2019_Feb_06_Phantom_Flight_1_265_HSV_V_fixed,1,265,2019:02:06 10:07:36,19.94,23.04,31.31,25.9,10.13,15.85
0,2019_Feb_06_Phantom_Flight_1_258_HSV_V_fixed,1,258,2019:02:06 10:07:22,20.59,23.41,31.58,26.38,10.32,15.86
0,2019_Feb_06_Phantom_Flight_2_407_HSV_V_fixed,2,407,2019:02:06 09:51:21,21.7,22.94,31.12,26.93,13.16,16.59
0,2019_Feb_06_Phantom_Flight_1_317_HSV_V_fixed,1,317,2019:02:06 10:09:20,15.96,21.54,30.98,25.51,7.84,14.31
0,2019_Feb_06_Phantom_Flight_2_325_HSV_V_fixed,2,325,2019:02:06 09:48:37,20.55,24.36,30.85,26.04,11.44,17.85
0,2019_Feb_06_Phantom_Flight_3_67_HSV_V_fixed,3,67,2019:02:06 10:25:13,18.49,24.2,31.03,25.83,9.64,17.16
0,2019_Feb_06_Phantom_Flight_5_306_HSV_V_fixed,5,306,2019:02:06 11:13:11,18.99,22.76,32.31,26.64,12.48,17.78
0,2019_Feb_06_Phantom_Flight_1_435_HSV_V_fixed,1,435,2019:02:06 10:13:18,19.38,23.4,31.54,26.37,9.66,16.02
0,2019_Feb_06_Phantom_Flight_5_37_HSV_V_fixed,5,37,2019:02:06 11:04:13,17.86,22.18,31.36,26.16,12.32,17.36
0,2019_Feb_06_Phantom_Flight_3_346_HSV_V_fixed,3,346,2019:02:06 10:34:31,19.55,22.19,31.49,26.41,11.14,15.77
0,2019_Feb_06_Phantom_Flight_3_172_HSV_V_fixed,3,172,2019:02:06 10:28:43,16.41,22.08,30.69,25.26,8.28,14.57
0,2019_Feb_06_Phantom_Flight_5_249_HSV_V_fixed,5,249,2019:02:06 11:11:17,18.87,23.22,31.47,26.56,13.0,18.1
0,2019_Feb_06_Phantom_Flight_4_151_HSV_V_fixed,4,151,2019:02:06 10:50:30,19.82,22.94,31.7,26.5,12.9,17.29
0,2019_Feb_06_Phantom_Flight_3_292_HSV_V_fixed,3,292,2019:02:06 10:32:43,20.82,23.34,31.29,26.07,11.97,17.13
0,2019_Feb_06_Phantom_Flight_3_209_HSV_V_fixed,3,209,2019:02:06 10:29:57,17.79,22.31,30.89,26.0,9.79,15.63
0,2019_Feb_06_Phantom_Flight_5_132_HSV_V_fixed,5,132,2019:02:06 11:07:23,19.96,24.41,31.45,26.87,13.33,18.88
0,2019_Feb_06_Phantom_Flight_2_111_HSV_V_fixed,2,111,2019:02:06 09:41:23,16.71,22.78,32.16,26.03,8.64,15.4
0,2019_Feb_06_Phantom_Flight_2_318_HSV_V_fixed,2,318,2019:02:06 09:48:23,19.23,23.13,30.97,26.05,10.72,16.68
0,2019_Feb_06_Phantom_Flight_5_91_HSV_V_fixed,5,91,2019:02:06 11:06:01,18.83,23.07,31.31,26.26,11.99,17.67
0,2019_Feb_06_Phantom_Flight_1_493_HSV_V_fixed,1,493,2019:02:06 10:15:14,22.09,23.62,31.33,26.18,11.63,16.5
0,2019_Feb_06_Phantom_Flight_1_408_HSV_V_fixed,1,408,2019:02:06 10:12:24,16.46,22.18,31.57,26.24,7.31,13.79
0,2019_Feb_06_Phantom_Flight_2_383_HSV_V_fixed,2,383,2019:02:06 09:50:33,21.9,22.16,30.85,26.73,14.03,16.65
0,2019_Feb_06_Phantom_Flight_5_274_HSV_V_fixed,5,274,2019:02:06 11:12:07,19.48,23.41,31.65,26.21,13.14,18.25
0,2019_Feb_06_Phantom_Flight_4_47_HSV_V_fixed,4,47,2019:02:06 10:47:02,18.64,22.59,31.55,26.33,12.67,17.21
0,2019_Feb_06_Phantom_Flight_5_194_HSV_V_fixed,5,194,2019:02:06 11:09:27,19.06,23.55,31.99,26.72,12.39,18.26
0,2019_Feb_06_Phantom_Flight_2_257_HSV_V_fixed,2,257,2019:02:06 09:46:21,19.52,23.87,30.84,26.35,11.31,17.64
0,2019_Feb_06_Phantom_Flight_3_234_HSV_V_fixed,3,234,2019:02:06 10:30:47,20.3,22.66,30.45,25.68,11.23,16.2
0,2019_Feb_06_Phantom_Flight_4_217_HSV_V_fixed,4,217,2019:02:06 10:52:42,18.81,23.44,31.47,26.95,11.95,17.96
0,2019_Feb_06_Phantom_Flight_1_222_HSV_V_fixed,1,222,2019:02:06 10:06:06,21.24,22.15,31.19,26.03,11.2,15.01
