,file_name,flight,image,date,mean_red,sd_red,mean_green,sd_green,mean_blue,sd_blue
0,2019_Feb_06_Phantom_Flight_1_159_HSV_V_fixed,1,159,2019:02:06 10:04:00,22.78,23.65,31.38,26.52,11.19,15.56
0,2019_Feb_06_Phantom_Flight_1_350_HSV_V_fixed,1,350,2019:02:06 10:10:26,15.66,22.43,31.84,25.97,7.68,14.7
0,2019_Feb_06_Phantom_Flight_2_440_HSV_V_fixed,2,440,2019:02:06 09:52:27,23.29,23.63,31.64,26.74,13.84,16.49
0,2019_Feb_06_Phantom_Flight_1_284_HSV_V_fixed,1,284,2019:02:06 10:08:14,18.11,22.85,32.63,26.86,8.74,14.82
0,2019_Feb_06_Phantom_Flight_1_164_HSV_V_fixed,1,164,2019:02:06 10:04:10,22.38,23.64,31.33,26.97,11.38,15.94
0,2019_Feb_06_Phantom_Flight_1_140_HSV_V_fixed,1,140,2019:02:06 10:03:22,19.62,23.43,31.08,26.64,8.83,14.26
0,2019_Feb_06_Phantom_Flight_2_464_HSV_V_fixed,2,464,2019:02:06 09:53:15,21.31,22.35,31.25,26.62,12.77,16.01
0,2019_Feb_06_Phantom_Flight_1_374_HSV_V_fixed,1,374,2019:02:06 10:11:14,17.19,23.66,30.4,25.65,8.22,15.74
0,2019_Feb_06_Phantom_Flight_3_407_HSV_V_fixed,3,407,2019:02:06 10:36:33,19.84,23.08,31.33,26.76,11.18,16.3
0,2019_Feb_06_Phantom_Flight_1_206_HSV_V_fixed,1,206,2019:02:06 10:05:34,22.05,22.02,31.37,26.41,12.15,15.05
0,2019_Feb_06_Phantom_Flight_2_459_HSV_V_fixed,2,459,2019:02:06 09:53:05,20.96,23.3,30.8,26.13,13.51,17.78
0,2019_Feb_06_Phantom_Flight_1_349_HSV_V_fixed,1,349,2019:02:06 10:10:24,15.86,22.2,31.28,26.08,7.46,14.35
0,2019_Feb_06_Phantom_Flight_3_210_HSV_V_fixed,3,210,2019:02:06 10:29:59,18.36,22.59,31.14,26.23,10.06,15.88
0,2019_Feb_06_Phantom_Flight_4_233_HSV_V_fixed,4,233,2019:02:06 10:53:14,16.74,22.75,31.21,26.45,11.04,17.75
0,2019_Feb_06_Phantom_Flight_2_108_HSV_V_fixed,2,108,2019:02:06 09:41:17,16.01,22.68,31.24,26.51,8.35,15.28
0,2019_Feb_06_Phantom_Flight_2_33_HSV_V_fixed,2,33,2019:02:06 09:38:47,21.67,22.51,31.26,26.51,11.93,15.41
0,2019_Feb_06_Phantom_Flight_4_63_HSV_V_fixed,4,63,2019:02:06 10:47:34,18.93,22.88,31.4,26.14,12.54,17.61
0,2019_Feb_06_Phantom_Flight_5_250_HSV_V_fixed,5,250,2019:02:06 11:11:19,18.58,23.24,31.43,26.66,12.88,18.1
0,2019_Feb_06_Phantom_Flight_2_193_HSV_V_fixed,2,193,2019:02:06 09:44:09,18.89,23.02,31.85,26.03,10.09,15.98
0,2019_Feb_06_Phantom_Flight_4_148_HSV_V_fixed,4,148,2019:02:06 10:50:24,20.28,23.51,32.0,27.11,13.42,17.85
0,2019_Feb_06_Phantom_Flight_2_273_HSV_V_fixed,2,273,2019:02:06 09:46:53,18.91,23.41,31.82,27.1,11.11,17.48
0,2019_Feb_06_Phantom_Flight_5_116_HSV_V_fixed,5,116,2019:02:06 11:06:51,18.14,22.79,31.56,26.7,11.46,17.21
0,2019_Feb_06_Phantom_Flight_2_135_HSV_V_fixed,2,135,2019:02:06 09:42:13,18.71,24.17,31.85,26.43,10.34,17.2
0,2019_Feb_06_Phantom_Flight_2_95_HSV_V_fixed,2,95,2019:02:06 09:40:51,16.69,22.74,32.06,26.51,8.73,15.26
0,2019_Feb_06_Phantom_Flight_4_295_HSV_V_fixed,4,295,2019:02:06 10:55:18,19.85,23.09,30.74,25.79,12.29,17.47
0,2019_Feb_06_Phantom_Flight_3_156_HSV_V_fixed,3,156,2019:02:06 10:28:11,17.14,23.16,32.29,26.71,9.14,16.07
0,2019_Feb_06_Phantom_Flight_4_175_HSV_V_fixed,4,175,2019:02:06 10:51:18,19.47,23.45,31.78,26.53,12.49,17.63
0,2019_Feb_06_Phantom_Flight_5_1_HSV_V_fixed,5,1,2019:02:06 11:03:01,18.47,22.51,31.34,27.16,13.97,19.4
0,2019_Feb_06_Phantom_Flight_4_341_HSV_V_fixed,4,341,2019:02:06 10:56:50,17.24,22.7,30.67,25.39,11.0,16.82
0,2019_Feb_06_Phantom_Flight_5_13_HSV_V_fixed,5,13,2019:02:06 11:03:25,19.34,23.92,31.45,26.18,13.48,18.99
0,2019_Feb_06_Phantom_Flight_1_411_HSV_V_fixed,1,411,2019:02:06 10:12:30,16.8,22.26,31.66,26.16,7.42,13.93
0,2019_Feb_06_Phantom_Flight_3_362_HSV_V_fixed,3,362,2019:02:06 10:35:03,19.4,22.27,30.95,25.88,11.53,16.3
0,2019_Feb_06_Phantom_Flight_2_301_HSV_V_fixed,2,301,2019:02:06 09:47:49,19.44,23.36,31.84,26.59,10.55,16.44
0,2019_Feb_06_Phantom_Flight_5_322_HSV_V_fixed,5,322,2019:02:06 11:13:43,21.11,24.0,30.67,25.89,13.22,18.71
0,2019_Feb_06_Phantom_Flight_3_43_HSV_V_fixed,3,43,2019:02:06 10:24:25,14.74,22.21,31.54,25.8,7.27,14.47
0,2019_Feb_06_Phantom_Flight_5_88_HSV_V_fixed,5,88,2019:02:06 11:05:55,18.26,22.85,31.43,26.22,11.9,17.58
0,2019_Feb_06_Phantom_Flight_1_333_HSV_V_fixed,1,333,2019:02:06 10:09:52,16.56,22.69,31.67,26.11,7.96,14.77
0,2019_Feb_06_Phantom_Flight_2_423_HSV_V_fixed,2,423,2019:02:06 09:51:53,23.98,24.41,30.74,26.54,14.07,16.92
0,2019_Feb_06_Phantom_Flight_1_395_HSV_V_fixed,1,395,2019:02:06 10:11:56,17.27,22.84,30.97,26.08,7.99,14.97
0,2019_Feb_06_Phantom_Flight_1_241_HSV_V_fixed,1,241,2019:02:06 10:06:44,20.84,23.2,30.73,25.83,11.13,16.17
0,2019_Feb_06_Phantom_Flight_3_383_HSV_V_fixed,3,383,2019:02:06 10:35:45,19.05,22.01,30.46,26.04,10.94,15.74
0,2019_Feb_06_Phantom_Flight_3_39_HSV_V_fixed,3,39,2019:02:06 10:24:17,15.07,21.94,31.83,26.08,7.31,14.15
0,2019_Feb_06_Phantom_Flight_5_69_HSV_V_fixed,5,69,2019:02:06 11:05:17,19.36,22.86,30.93,26.05,12.62,17.92
0,2019_Feb_06_Phantom_Flight_3_318_HSV_V_fixed,3,318,2019:02:06 10:33:35,19.88,23.01,31.45,26.87,11.46,16.49
0,2019_Feb_06_Phantom_Flight_5_217_HSV_V_fixed,5,217,2019:02:06 11:10:13,19.32,23.07,31.1,26.62,12.03,17.41
0,2019_Feb_06_Phantom_Flight_4_24_HSV_V_fixed,4,24,2019:02:06 10:46:16,20.44,23.71,31.05,26.0,14.35,19.17
0,2019_Feb_06_Phantom_Flight_2_234_HSV_V_fixed,2,234,2019:02:06 09:45:31,17.84,22.74,32.02,26.69,10.19,16.45
0,2019_Feb_06_Phantom_Flight_4_194_HSV_V_fixed,4,194,2019:02:06 10:51:56,18.21,22.61,31.01,26.04,11.8,17.48
0,2019_Feb_06_Phantom_Flight_3_257_HSV_V_fixed,3,257,2019:02:06 10:31:33,20.45,23.76,31.49,26.74,12.03,17.23
0,2019_Feb_06_Phantom_Flight_2_74_HSV_V_fixed,2,74,2019:02:06 09:40:09,19.41,23.62,31.83,26.81,10.99,16.64
0,2019_Feb_06_Phantom_Flight_4_274_HSV_V_fixed,4,274,2019:02:06 10:54:36,17.94,22.84,32.04,26.99,12.07,17.87
0,2019_Feb_06_Phantom_Flight_2_346_HSV_V_fixed,2,346,2019:02:06 09:49:19,19.88,23.42,31.24,26.4,11.3,16.82
0,2019_Feb_06_Phantom_Flight_1_456_HSV_V_fixed,1,456,2019:02:06 10:14:00,21.43,24.2,31.26,26.66,10.71,16.68
0,2019_Feb_06_Phantom_Flight_4_306_HSV_V_fixed,4,306,2019:02:06 10:55:40,18.1,22.76,31.62,27.0,11.66,17.29
0,2019_Feb_06_Phantom_Flight_5_54_HSV_V_fixed,5,54,2019:02:06 11:04:47,20.92,24.85,31.15,26.58,14.59,19.9
0,2019_Feb_06_Phantom_Flight_3_325_HSV_V_fixed,3,325,2019:02:06 10:33:49,18.98,21.79,30.54,26.09,10.69,15.41
0,2019_Feb_06_Phantom_Flight_3_111_HSV_V_fixed,3,111,2019:02:06 10:26:41,15.64,22.47,31.4,25.64,8.04,15.38
0,2019_Feb_06_Phantom_Flight_4_19_HSV_V_fixed,4,19,2019:02:06 10:46:06,19.2,23.75,32.11,26.17,13.09,18.77
0,2019_Feb_06_Phantom_Flight_2_209_HSV_V_fixed,2,209,2019:02:06 09:44:41,18.35,23.55,30.69,26.35,10.01,16.34
0,2019_Feb_06_Phantom_Flight_4_132_HSV_V_fixed,4,132,2019:02:06 10:49:52,19.16,22.9,30.45,25.91,11.65,16.93
0,2019_Feb_06_Phantom_Flight_5_151_HSV_V_fixed,5,151,2019:02:06 11:08:01,17.79,22.61,31.55,26.96,12.2,17.89
0,2019_Feb_06_Phantom_Flight_2_292_HSV_V_fixed,2,292,2019:02:06 09:47:31,18.77,23.29,31.94,26.45,10.48,16.45
0,2019_Feb_06_Phantom_Flight_2_172_HSV_V_fixed,2,172,2019:02:06 09:43:27,18.29,23.13,31.32,26.36,9.68,15.83
0,2019_Feb_06_Phantom_Flight_4_82_HSV_V_fixed,4,82,2019:02:06 10:48:12,19.42,22.7,30.89,26.49,11.82,16.86
0,2019_Feb_06_Phantom_Flight_2_49_HSV_V_fixed,2,49,2019:02:06 09:39:19,21.2,22.79,30.95,26.13,12.19,16.19
0,2019_Feb_06_Phantom_Flight_4_249_HSV_V_fixed,4,249,2019:02:06 10:53:46,17.37,22.38,31.74,26.73,10.85,16.95
0,2019_Feb_06_Phantom_Flight_2_175_HSV_V_fixed,2,175,2019:02:06 09:43:33,18.56,23.26,31.78,26.34,9.54,15.6
0,2019_Feb_06_Phantom_Flight_4_85_HSV_V_fixed,4,85,2019:02:06 10:48:18,19.66,22.9,31.59,26.63,12.44,17.29
0,2019_Feb_06_Phantom_Flight_5_156_HSV_V_fixed,5,156,2019:02:06 11:08:11,18.91,22.65,30.85,25.72,13.03,18.31
0,2019_Feb_06_Phantom_Flight_2_295_HSV_V_fixed,2,295,2019:02:06 09:47:37,17.8,22.45,31.16,26.28,9.61,15.22
0,2019_Feb_06_Phantom_Flight_4_135_HSV_V_fixed,4,135,2019:02:06 10:49:58,19.86,23.59,31.87,26.91,11.9,17.21
0,2019_Feb_06_Phantom_Flight_3_116_HSV_V_fixed,3,116,2019:02:06 10:26:51,15.85,22.41,31.5,25.7,8.24,15.57
0,2019_Feb_06_Phantom_Flight_3_322_HSV_V_fixed,3,322,2019:02:06 10:33:43,19.6,22.51,31.39,26.89,11.15,15.87
0,2019_Feb_06_Phantom_Flight_4_301_HSV_V_fixed,4,301,2019:02:06 10:55:30,19.27,23.19,31.41,26.03,12.14,17.94
0,2019_Feb_06_Phantom_Flight_5_53_HSV_V_fixed,5,53,2019:02:06 11:04:45,21.03,24.25,31.57,26.18,14.59,19.4
0,2019_Feb_06_Phantom_Flight_3_98_HSV_V_fixed,3,98,2019:02:06 10:26:15,16.55,23.43,32.03,25.95,8.97,16.35
0,2019_Feb_06_Phantom_Flight_1_451_HSV_V_fixed,1,451,2019:02:06 10:13:50,21.23,24.03,32.24,26.8,10.77,16.54
0,2019_Feb_06_Phantom_Flight_2_341_HSV_V_fixed,2,341,2019:02:06 09:49:09,19.03,22.98,31.25,26.79,10.91,16.55
0,2019_Feb_06_Phantom_Flight_4_273_HSV_V_fixed,4,273,2019:02:06 10:54:34,17.59,22.36,31.62,26.48,11.7,17.36
0,2019_Feb_06_Phantom_Flight_2_73_HSV_V_fixed,2,73,2019:02:06 09:40:07,19.45,23.67,31.96,26.82,11.0,16.64
0,2019_Feb_06_Phantom_Flight_2_148_HSV_V_fixed,2,148,2019:02:06 09:42:39,16.93,22.06,31.85,26.29,8.87,15.41
0,2019_Feb_06_Phantom_Flight_4_193_HSV_V_fixed,4,193,2019:02:06 10:51:54,18.66,22.81,30.98,25.98,11.83,17.52
0,2019_Feb_06_Phantom_Flight_3_250_HSV_V_fixed,3,250,2019:02:06 10:31:19,19.77,22.45,31.36,26.13,11.44,16.23
0,2019_Feb_06_Phantom_Flight_4_108_HSV_V_fixed,4,108,2019:02:06 10:49:04,20.15,23.54,31.03,26.03,12.7,18.1
0,2019_Feb_06_Phantom_Flight_2_233_HSV_V_fixed,2,233,2019:02:06 09:45:29,17.45,22.48,31.5,26.13,9.86,16.1
0,2019_Feb_06_Phantom_Flight_4_23_HSV_V_fixed,4,23,2019:02:06 10:46:14,20.74,24.24,30.92,26.18,14.6,19.42
0,2019_Feb_06_Phantom_Flight_5_210_HSV_V_fixed,5,210,2019:02:06 11:09:59,19.83,23.68,31.45,26.41,12.26,17.83
0,2019_Feb_06_Phantom_Flight_3_384_HSV_V_fixed,3,384,2019:02:06 10:35:47,19.56,22.74,31.24,26.76,11.25,16.2
0,2019_Feb_06_Phantom_Flight_1_246_HSV_V_fixed,1,246,2019:02:06 10:06:54,20.08,22.43,31.28,26.08,10.05,14.9
0,2019_Feb_06_Phantom_Flight_1_392_HSV_V_fixed,1,392,2019:02:06 10:11:50,17.37,22.87,30.98,26.27,7.77,14.82
0,2019_Feb_06_Phantom_Flight_2_419_HSV_V_fixed,2,419,2019:02:06 09:51:45,24.11,24.25,30.97,26.28,14.5,17.41
0,2019_Feb_06_Phantom_Flight_1_309_HSV_V_fixed,1,309,2019:02:06 10:09:04,17.62,22.58,30.99,25.76,8.49,14.87
0,2019_Feb_06_Phantom_Flight_2_424_HSV_V_fixed,2,424,2019:02:06 09:51:55,24.18,24.29,31.17,26.43,14.11,16.79
0,2019_Feb_06_Phantom_Flight_1_334_HSV_V_fixed,1,334,2019:02:06 10:09:54,16.48,22.45,31.86,26.03,7.82,14.59
0,2019_Feb_06_Phantom_Flight_3_44_HSV_V_fixed,3,44,2019:02:06 10:24:27,14.7,22.22,32.08,25.97,7.31,14.43
0,2019_Feb_06_Phantom_Flight_5_325_HSV_V_fixed,5,325,2019:02:06 11:13:49,21.3,24.67,31.37,26.39,13.64,19.31
0,2019_Feb_06_Phantom_Flight_2_306_HSV_V_fixed,2,306,2019:02:06 09:47:59,19.23,23.31,31.16,26.07,10.45,16.38
0,2019_Feb_06_Phantom_Flight_3_365_HSV_V_fixed,3,365,2019:02:06 10:35:09,19.51,22.48,31.59,26.13,11.27,16.32
0,2019_Feb_06_Phantom_Flight_1_416_HSV_V_fixed,1,416,2019:02:06 10:12:40,17.72,22.65,31.63,26.24,8.04,14.28
0,2019_Feb_06_Phantom_Flight_5_6_HSV_V_fixed,5,6,2019:02:06 11:03:11,18.74,22.52,31.44,26.41,11.33,16.87
0,2019_Feb_06_Phantom_Flight_5_14_HSV_V_fixed,5,14,2019:02:06 11:03:27,19.84,24.23,31.58,26.58,13.98,19.34
0,2019_Feb_06_Phantom_Flight_2_249_HSV_V_fixed,2,249,2019:02:06 09:46:03,18.45,24.28,31.28,26.72,10.65,17.68
0,2019_Feb_06_Phantom_Flight_4_172_HSV_V_fixed,4,172,2019:02:06 10:51:12,19.64,23.36,31.18,26.6,12.67,17.59
0,2019_Feb_06_Phantom_Flight_4_292_HSV_V_fixed,4,292,2019:02:06 10:55:12,19.32,23.26,31.58,25.81,12.91,17.91
0,2019_Feb_06_Phantom_Flight_3_151_HSV_V_fixed,3,151,2019:02:06 10:28:01,18.76,24.47,31.83,25.88,10.09,17.53
0,2019_Feb_06_Phantom_Flight_2_92_HSV_V_fixed,2,92,2019:02:06 09:40:45,17.87,23.16,32.07,26.01,9.18,15.5
0,2019_Feb_06_Phantom_Flight_4_59_HSV_V_fixed,4,59,2019:02:06 10:47:26,19.19,22.98,30.91,25.8,12.74,17.67
0,2019_Feb_06_Phantom_Flight_2_132_HSV_V_fixed,2,132,2019:02:06 09:42:07,19.27,24.37,30.91,26.38,10.59,17.47
0,2019_Feb_06_Phantom_Flight_4_209_HSV_V_fixed,4,209,2019:02:06 10:52:26,18.18,23.34,32.14,27.06,11.41,17.67
0,2019_Feb_06_Phantom_Flight_5_111_HSV_V_fixed,5,111,2019:02:06 11:06:41,17.8,22.75,31.66,26.19,11.55,17.49
0,2019_Feb_06_Phantom_Flight_3_79_HSV_V_fixed,3,79,2019:02:06 10:25:37,18.33,24.62,31.82,26.07,9.61,17.33
0,2019_Feb_06_Phantom_Flight_5_318_HSV_V_fixed,5,318,2019:02:06 11:13:35,20.66,23.63,31.02,25.88,13.1,18.38
0,2019_Feb_06_Phantom_Flight_3_358_HSV_V_fixed,3,358,2019:02:06 10:34:55,19.32,22.6,30.87,26.04,11.4,16.61
0,2019_Feb_06_Phantom_Flight_5_29_HSV_V_fixed,5,29,2019:02:06 11:03:57,17.98,22.3,31.57,25.92,12.25,17.2
0,2019_Feb_06_Phantom_Flight_2_274_HSV_V_fixed,2,274,2019:02:06 09:46:55,18.52,22.64,30.95,26.07,10.88,16.82
0,2019_Feb_06_Phantom_Flight_5_257_HSV_V_fixed,5,257,2019:02:06 11:11:33,19.13,23.4,31.85,26.67,12.96,17.95
0,2019_Feb_06_Phantom_Flight_4_64_HSV_V_fixed,4,64,2019:02:06 10:47:36,18.98,23.06,31.15,26.22,12.56,17.83
0,2019_Feb_06_Phantom_Flight_2_194_HSV_V_fixed,2,194,2019:02:06 09:44:11,19.28,23.4,32.02,26.45,10.23,16.19
0,2019_Feb_06_Phantom_Flight_2_34_HSV_V_fixed,2,34,2019:02:06 09:38:49,21.73,22.92,31.28,26.76,12.05,15.73
0,2019_Feb_06_Phantom_Flight_4_234_HSV_V_fixed,4,234,2019:02:06 10:53:16,16.84,22.88,31.25,26.37,11.25,17.94
0,2019_Feb_06_Phantom_Flight_3_217_HSV_V_fixed,3,217,2019:02:06 10:30:13,20.12,23.71,30.67,25.75,11.45,17.22
0,2019_Feb_06_Phantom_Flight_1_201_HSV_V_fixed,1,201,2019:02:06 10:05:24,22.19,22.57,30.81,26.29,11.96,15.57
0,2019_Feb_06_Phantom_Flight_2_511_HSV_V_fixed,2,511,2019:02:06 09:54:49,21.88,22.14,31.97,26.85,13.01,15.77
0,2019_Feb_06_Phantom_Flight_3_400_HSV_V_fixed,3,400,2019:02:06 10:36:19,19.17,22.28,31.1,25.98,10.96,15.84
0,2019_Feb_06_Phantom_Flight_1_373_HSV_V_fixed,1,373,2019:02:06 10:11:12,17.44,24.0,30.9,25.66,8.6,16.18
0,2019_Feb_06_Phantom_Flight_2_463_HSV_V_fixed,2,463,2019:02:06 09:53:13,20.9,22.9,30.95,26.7,13.17,16.93
0,2019_Feb_06_Phantom_Flight_1_147_HSV_V_fixed,1,147,2019:02:06 10:03:36,21.76,22.83,31.18,26.51,10.08,14.24
0,2019_Feb_06_Phantom_Flight_1_163_HSV_V_fixed,1,163,2019:02:06 10:04:08,22.19,23.01,31.26,26.12,11.12,15.43
0,2019_Feb_06_Phantom_Flight_2_508_HSV_V_fixed,2,508,2019:02:06 09:54:43,20.82,21.69,30.51,26.24,12.53,15.6
0,2019_Feb_06_Phantom_Flight_1_283_HSV_V_fixed,1,283,2019:02:06 10:08:12,18.1,22.41,31.69,26.04,8.52,14.33
0,2019_Feb_06_Phantom_Flight_1_218_HSV_V_fixed,1,218,2019:02:06 10:05:58,21.7,22.59,31.46,26.47,11.56,15.45
0,2019_Feb_06_Phantom_Flight_2_447_HSV_V_fixed,2,447,2019:02:06 09:52:41,21.38,22.9,31.37,26.84,13.34,17.22
0,2019_Feb_06_Phantom_Flight_1_357_HSV_V_fixed,1,357,2019:02:06 10:10:40,15.78,22.62,31.59,25.8,7.5,14.52
0,2019_Feb_06_Phantom_Flight_1_225_HSV_V_fixed,1,225,2019:02:06 10:06:12,21.7,22.94,32.08,26.88,11.15,15.21
0,2019_Feb_06_Phantom_Flight_4_210_HSV_V_fixed,4,210,2019:02:06 10:52:28,18.3,23.16,32.74,26.8,11.48,17.49
0,2019_Feb_06_Phantom_Flight_5_108_HSV_V_fixed,5,108,2019:02:06 11:06:35,17.95,22.63,31.12,26.31,11.48,17.25
0,2019_Feb_06_Phantom_Flight_3_233_HSV_V_fixed,3,233,2019:02:06 10:30:45,21.24,23.81,31.19,26.3,11.91,17.15
0,2019_Feb_06_Phantom_Flight_5_193_HSV_V_fixed,5,193,2019:02:06 11:09:25,18.42,22.43,30.86,25.7,11.9,17.29
0,2019_Feb_06_Phantom_Flight_2_250_HSV_V_fixed,2,250,2019:02:06 09:46:05,18.71,24.49,31.56,26.9,10.92,17.92
0,2019_Feb_06_Phantom_Flight_4_40_HSV_V_fixed,4,40,2019:02:06 10:46:48,18.83,22.14,30.76,25.71,12.98,17.22
0,2019_Feb_06_Phantom_Flight_5_273_HSV_V_fixed,5,273,2019:02:06 11:12:05,19.23,23.36,31.23,26.28,13.02,18.2
0,2019_Feb_06_Phantom_Flight_3_148_HSV_V_fixed,3,148,2019:02:06 10:27:55,19.03,25.1,31.63,26.6,10.14,17.68
0,2019_Feb_06_Phantom_Flight_2_384_HSV_V_fixed,2,384,2019:02:06 09:50:35,22.58,22.58,31.5,26.79,14.33,16.77
0,2019_Feb_06_Phantom_Flight_1_494_HSV_V_fixed,1,494,2019:02:06 10:15:16,21.63,23.52,30.81,26.01,11.44,16.4
0,2019_Feb_06_Phantom_Flight_5_96_HSV_V_fixed,5,96,2019:02:06 11:06:11,19.3,23.88,30.9,26.57,12.58,18.53
0,2019_Feb_06_Phantom_Flight_2_116_HSV_V_fixed,2,116,2019:02:06 09:41:35,17.9,23.01,31.26,25.93,9.58,16.5
0,2019_Feb_06_Phantom_Flight_5_135_HSV_V_fixed,5,135,2019:02:06 11:07:29,19.43,23.76,32.08,26.84,12.94,18.21
0,2019_Feb_06_Phantom_Flight_4_156_HSV_V_fixed,4,156,2019:02:06 10:50:40,19.31,22.6,31.87,26.26,12.48,17.0
0,2019_Feb_06_Phantom_Flight_3_295_HSV_V_fixed,3,295,2019:02:06 10:32:49,20.72,23.17,30.91,26.2,11.93,16.99
0,2019_Feb_06_Phantom_Flight_3_175_HSV_V_fixed,3,175,2019:02:06 10:28:49,17.62,23.62,32.4,27.03,9.01,15.87
0,2019_Feb_06_Phantom_Flight_3_341_HSV_V_fixed,3,341,2019:02:06 10:34:21,19.23,22.35,31.87,27.01,10.7,15.72
0,2019_Feb_06_Phantom_Flight_5_30_HSV_V_fixed,5,30,2019:02:06 11:03:59,18.0,22.47,31.22,26.15,12.32,17.41
0,2019_Feb_06_Phantom_Flight_1_432_HSV_V_fixed,1,432,2019:02:06 10:13:12,18.41,23.1,31.54,26.17,9.01,15.44
0,2019_Feb_06_Phantom_Flight_5_301_HSV_V_fixed,5,301,2019:02:06 11:13:01,18.95,22.56,31.43,26.47,12.08,17.18
0,2019_Feb_06_Phantom_Flight_3_60_HSV_V_fixed,3,60,2019:02:06 10:24:59,16.33,23.3,31.38,26.63,8.35,16.03
0,2019_Feb_06_Phantom_Flight_2_322_HSV_V_fixed,2,322,2019:02:06 09:48:31,20.59,24.74,31.34,26.01,11.59,17.96
0,2019_Feb_06_Phantom_Flight_1_310_HSV_V_fixed,1,310,2019:02:06 10:09:06,17.44,22.67,30.88,26.08,8.41,14.93
0,2019_Feb_06_Phantom_Flight_2_400_HSV_V_fixed,2,400,2019:02:06 09:51:07,20.54,21.17,31.12,26.42,13.55,16.28
0,2019_Feb_06_Phantom_Flight_1_262_HSV_V_fixed,1,262,2019:02:06 10:07:30,20.29,23.65,31.45,26.36,10.2,16.23
0,2019_Feb_06_Phantom_Flight_1_182_HSV_V_fixed,1,182,2019:02:06 10:04:46,21.91,22.7,31.15,26.63,11.17,14.88
0,2019_Feb_06_Phantom_Flight_2_358_HSV_V_fixed,2,358,2019:02:06 09:49:43,19.94,22.47,31.36,26.36,11.54,16.0
0,2019_Feb_06_Phantom_Flight_1_448_HSV_V_fixed,1,448,2019:02:06 10:13:44,20.98,23.97,31.55,26.52,10.76,16.58
0,2019_Feb_06_Phantom_Flight_3_81_HSV_V_fixed,3,81,2019:02:06 10:25:41,17.56,24.25,31.92,26.0,9.25,16.96
0,2019_Feb_06_Phantom_Flight_4_318_HSV_V_fixed,4,318,2019:02:06 10:56:04,16.36,21.68,31.39,26.93,9.98,15.88
0,2019_Feb_06_Phantom_Flight_2_217_HSV_V_fixed,2,217,2019:02:06 09:44:57,18.43,23.36,31.44,26.81,10.04,16.42
0,2019_Feb_06_Phantom_Flight_5_234_HSV_V_fixed,5,234,2019:02:06 11:10:47,20.23,23.86,31.24,26.17,12.94,18.33
0,2019_Feb_06_Phantom_Flight_2_57_HSV_V_fixed,2,57,2019:02:06 09:39:35,21.41,23.4,31.48,26.53,12.19,16.88
0,2019_Feb_06_Phantom_Flight_1_507_HSV_V_fixed,1,507,2019:02:06 10:15:42,22.84,24.56,31.3,26.53,11.96,17.42
0,2019_Feb_06_Phantom_Flight_4_257_HSV_V_fixed,4,257,2019:02:06 10:54:02,16.92,22.47,31.85,26.1,11.79,17.87
0,2019_Feb_06_Phantom_Flight_3_194_HSV_V_fixed,3,194,2019:02:06 10:29:27,17.72,22.99,31.5,26.29,9.41,15.61
0,2019_Feb_06_Phantom_Flight_3_274_HSV_V_fixed,3,274,2019:02:06 10:32:07,19.83,22.52,31.15,26.49,11.68,16.27
0,2019_Feb_06_Phantom_Flight_2_365_HSV_V_fixed,2,365,2019:02:06 09:49:57,21.37,23.56,31.03,26.04,13.2,17.7
0,2019_Feb_06_Phantom_Flight_3_306_HSV_V_fixed,3,306,2019:02:06 10:33:11,19.96,22.95,31.04,26.4,11.95,17.0
0,2019_Feb_06_Phantom_Flight_1_475_HSV_V_fixed,1,475,2019:02:06 10:14:38,21.02,23.22,30.81,26.13,11.11,16.3
0,2019_Feb_06_Phantom_Flight_5_77_HSV_V_fixed,5,77,2019:02:06 11:05:33,18.71,21.75,31.41,26.61,12.66,17.07
0,2019_Feb_06_Phantom_Flight_4_325_HSV_V_fixed,4,325,2019:02:06 10:56:18,15.81,21.5,32.26,26.86,9.67,15.73
0,2019_Feb_06_Phantom_Flight_4_111_HSV_V_fixed,4,111,2019:02:06 10:49:10,21.7,24.18,31.88,26.3,13.68,18.65
0,2019_Feb_06_Phantom_Flight_3_132_HSV_V_fixed,3,132,2019:02:06 10:27:23,17.26,23.1,31.62,26.11,8.85,15.95
0,2019_Feb_06_Phantom_Flight_5_209_HSV_V_fixed,5,209,2019:02:06 11:09:57,20.15,24.01,31.9,26.83,12.54,18.16
0,2019_Feb_06_Phantom_Flight_5_292_HSV_V_fixed,5,292,2019:02:06 11:12:43,19.56,23.41,31.53,26.74,12.66,17.96
0,2019_Feb_06_Phantom_Flight_2_151_HSV_V_fixed,2,151,2019:02:06 09:42:45,17.04,22.03,32.14,26.67,9.05,15.31
0,2019_Feb_06_Phantom_Flight_3_249_HSV_V_fixed,3,249,2019:02:06 10:31:17,19.91,22.88,31.31,26.64,11.52,16.49
0,2019_Feb_06_Phantom_Flight_5_172_HSV_V_fixed,5,172,2019:02:06 11:08:43,18.99,23.34,31.23,26.11,13.04,18.44
0,2019_Feb_06_Phantom_Flight_5_241_HSV_V_fixed,5,241,2019:02:06 11:11:01,20.36,24.1,31.52,26.66,13.65,18.67
0,2019_Feb_06_Phantom_Flight_4_72_HSV_V_fixed,4,72,2019:02:06 10:47:52,18.87,22.8,31.1,26.04,12.15,17.0
0,2019_Feb_06_Phantom_Flight_2_182_HSV_V_fixed,2,182,2019:02:06 09:43:47,18.29,22.71,30.91,25.73,9.47,15.45
